Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
767,MyMateNate,Lifestyle_(sociology),"13,600,000",TH,"1,300,000","30,700","1,100",http://youtube.com/channel/UC7rtE7hSTaC8xDf5v_7O1qQ
768,luismendez1405,Entertainment,"13,600,000",MX,"1,000,000","182,000","1,600",http://youtube.com/channel/UCJFbtOu0MKbZOzhJ2fWdnXQ
769,awakeningrecords,Music,"13,600,000",GB,"15,300",675,35,http://youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA
770,TwinsFromRussiaRevega,Entertainment,"13,600,000",US,"65,200","2,000",13,http://youtube.com/channel/UC0avk6i7f9ZYFfORXMgZxlA
771,onlinejobRk,Society,"13,600,000",IN,"4,300",99,13,http://youtube.com/channel/UCL3IoeeHKzWMxZxhmnmETjw
772,BanderitaX,Action-adventure_game,"13,600,000",SA,"1,200,000","88,200","4,600",http://youtube.com/channel/UCxEGVXh6fi-XYo58NZrbIHQ
773,Anaysa,Film,"13,600,000",IN,"94,900","4,900",76,http://youtube.com/channel/UCuN4A3GCUq5-0wJDSiJoxRQ
774,Painzeiro,Lifestyle_(sociology),"13,600,000",BR,"351,800","7,500",319,http://youtube.com/channel/UCCnl0HqjHFj6akQZBW81whQ
775,PozziGamer,Role-playing_video_game,"13,600,000",US,"391,900","15,400","1,000",http://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg
776,ConorMaynard,Music,"13,600,000",US,"52,200","2,600",131,http://youtube.com/channel/UCpmD3iT-8TQzRuygIiS9bAw
777,Wengie,Lifestyle_(sociology),"13,600,000",US,"17,000","1,200",137,http://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g
778,ryan,Lifestyle_(sociology),"13,600,000",US,"7,000,000","222,800","11,500",http://youtube.com/channel/UCnmGIkw-KdI0W5siakKPKog
779,Thegeetagurjar,Film,"13,500,000",IN,"3,200,000","70,800",57,http://youtube.com/channel/UCUL9We-R1aCC3GAe-RvOx5g
780,sportsnationespn,Lifestyle_(sociology),"13,500,000",US,"114,000","3,700",39,http://youtube.com/channel/UCQZi2YXSxc6BSK4mZHql8ag
781,itsDrRyan,Lifestyle_(sociology),"13,500,000",US,"1,000,000","39,200",634,http://youtube.com/channel/UC26FEMwAAjj8jfNbuVdFMBQ
782,MCDivertida,Lifestyle_(sociology),"13,500,000",BR,"288,700","1,400",0,http://youtube.com/channel/UCllJguE1AIxYBmZJ8NUWiHg
783,TechnologyGyan,Technology,"13,400,000",IN,"445,400","29,100","1,200",http://youtube.com/channel/UC1tVU8H153ZFO9eRsxdJlhA
784,MattSDance,Hip_hop_music,"13,400,000",US,"54,200","2,700",24,http://youtube.com/channel/UCczFdwWpVEpoqb-eMm4c4dQ
785,KabitasKitchen,Lifestyle_(sociology),"13,400,000",IN,"111,000","3,900",156,http://youtube.com/channel/UCChqsCRFePrP2X897iQkyAA
786,gags,Entertainment,"13,400,000",US,"156,900","1,500",38,http://youtube.com/channel/UCpsSadsgX_Qk9i6i_bJoUwQ
787,theworldadventureshindi,Lifestyle_(sociology),"13,400,000",IN,"6,200",342,21,http://youtube.com/channel/UCr8EWTz_8ljPyE27CiSbsGw
788,SonotekBhakti,Music_of_Asia,"13,400,000",IN,"4,400",109,13,http://youtube.com/channel/UC3oQ1986eLZ4MhyPBiu54PA
789,H2ODelirious,Action-adventure_game,"13,400,000",US,"153,900","6,600",163,http://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw
790,athleanx,Lifestyle_(sociology),"13,400,000",US,"340,400","13,000",926,http://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A
791,TheInfographicsShow,Politics,"13,400,000",US,"162,500","5,700",232,http://youtube.com/channel/UCfdNM3NAhaBOXCafH7krzrA
792,theRadBrad,Action_game,"13,400,000",US,"76,600","3,200",182,http://youtube.com/channel/UCpqXJOEqGS-TCnazcHCo0rA
793,LofiGirl,Hip_hop_music,"13,400,000",FR,"139,000","8,500",132,http://youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow
794,KurtHugoSchneider,Entertainment,"13,400,000",US,"20,600","1,200",72,http://youtube.com/channel/UCplkk3J5wrEl0TNrthHjq4Q
795,AzzyLand,Lifestyle_(sociology),"13,400,000",CA,"115,600","3,600",472,http://youtube.com/channel/UCzeB_0FNcPIyUSjL_TL5lEw
796,BrawlStars,Puzzle_video_game,"13,400,000",FI,"1,500,000","98,400","2,700",http://youtube.com/channel/UCooVYzDxdwTtGYAkcPmOgOw
797,einerdtv,Film,"13,400,000",BR,"155,100","22,400",614,http://youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA
798,AlexGonzagaOfficial,Lifestyle_(sociology),"13,400,000",PH,"1,600,000","36,300","1,100",http://youtube.com/channel/UC6N-9Wh0DYhDI8sQS7jwjVA
799,PeppaPigPortuguesOficial,Film,"13,300,000",BR,"354,800","1,900",0,http://youtube.com/channel/UCvD9GB-E4q_TuMpwUtFBhLA
800,VexTrexKidsCartoon,Entertainment,"13,300,000",UA,"21,100",0,0,http://youtube.com/channel/UCE_URvMQZgvPqd8rzlFF58A
801,MashaBearUkraine,Entertainment,"13,300,000",UA,"85,400",673,0,http://youtube.com/channel/UCHZcTOQMlcCmONp5Apm6qSQ
802,DJKhaledOfficial,Music,"13,300,000",US,"178,400","4,500",201,http://youtube.com/channel/UC0Kgvj5t_c9EMWpEDWJuR1Q
803,OficialHungria,Music,"13,300,000",BR,"75,000","7,400",132,http://youtube.com/channel/UCAI8SmRbXgSpP8Zo3xZbxzQ
804,prantoniojunior,Society,"13,300,000",BR,"246,300","46,500","5,100",http://youtube.com/channel/UCKEM87jzVqdIfAdTr0xNBfA
805,Akon,Music,"13,200,000",US,"32,000","1,900",91,http://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA
806,knowledgetvhindi001,Politics,"13,200,000",IN,"58,100","2,300",87,http://youtube.com/channel/UC-iSP6GoVwofKXs6Ei0PdlA
807,GuiGe,Entertainment,"13,200,000",HK,"176,700","6,100",9,http://youtube.com/channel/UCobCsXaWsPawN22tXWH0cbw
808,MARIANAMIAMORCH,Entertainment,"13,200,000",MX,"533,700","32,300",330,http://youtube.com/channel/UCwm_7WWX8mQ1kjSRzAnD0iQ
809,NickPro,Lifestyle_(sociology),"13,200,000",CA,"12,200,000","286,000",245,http://youtube.com/channel/UChCBHudFoBnsF0O1flPXqiQ
810,RauwAlejandroTv,Hip_hop_music,"13,200,000",PR,"219,400","7,300",367,http://youtube.com/channel/UC_Av98lDjf5KvFib5elhpYg
811,LizaBaez,Lifestyle_(sociology),"13,200,000",MX,"832,800","104,300",840,http://youtube.com/channel/UCoWpURVabfgqPUeKljAaEOA
812,klara_tania,Entertainment,"13,200,000",ID,"834,500","47,500",245,http://youtube.com/channel/UC4rHBMP2rGPuFk9F-JlGzbQ
813,Caylus,Role-playing_video_game,"13,200,000",US,"477,600","11,800",789,http://youtube.com/channel/UCVAYy7_zddIx6USjXscV9Vg
814,AlArabiya,Society,"13,200,000",SA,"5,000",90,5,http://youtube.com/channel/UCahpxixMCwoANAftn6IxkTg
815,Davie504,Entertainment,"13,200,000",IT,0,0,0,http://youtube.com/channel/UCgFvT6pUq9HLOvKBYERzXSQ
816,JesseAndMike,Film,"13,200,000",US,"201,400","3,600",132,http://youtube.com/channel/UCV1JuyDF9Re3HyXFGeqnC7Q
817,redetv,Lifestyle_(sociology),"13,200,000",BR,"2,500",90,2,http://youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w
818,spider-maaaaaaan,Film,"13,100,000",IN,"1,900,000","45,000",81,http://youtube.com/channel/UCP1vrClG-6iGuFq7ls_NBsw
819,CznBurak,Lifestyle_(sociology),"13,100,000",TR,"1,400,000","72,500","1,000",http://youtube.com/channel/UCUcfej7lPDoeqTlferD2mcw
820,rupalchoudharytd,Entertainment,"13,100,000",IN,"279,100","21,000",97,http://youtube.com/channel/UCk6UfPfvT_zbR4yOk0xyoqA
821,CuteWolfVideos,Film,"13,100,000",US,"53,500",116,0,http://youtube.com/channel/UCWGVQIspqW2j9M3-qLQ0HDg
822,TopViralTalentYT,Performing_arts,"13,000,000",US,"17,700",283,12,http://youtube.com/channel/UCDnEa2HC2eeT-cN3pAKnNTw
823,ColeAndSav,Lifestyle_(sociology),"13,000,000",US,"322,100","10,100",0,http://youtube.com/channel/UC4-CH0epzZpD_ARhxCx6LaQ
824,gymvirtual,Physical_fitness,"13,000,000",ES,"50,900","1,900",49,http://youtube.com/channel/UCfwP2H1CDJvssk6g2pm8EgA
825,DuoTiempoDeSol,Film,"13,000,000",AR,"47,400",170,0,http://youtube.com/channel/UC7S5EdUYwr7r04MrIjtSPNg
826,KiryaKolesnikov,Lifestyle_(sociology),"13,000,000",US,"54,700","1,900",7,http://youtube.com/channel/UCb1FVtN2EvxaeoBBMtOXg7g
827,MoniLinaFamily,Lifestyle_(sociology),"13,000,000",US,"147,300","3,600",13,http://youtube.com/channel/UCFwOAy34fL31Im7_udynwvg
828,zeetamil,Entertainment,"13,000,000",IN,"1,200",11,0,http://youtube.com/channel/UC_wIGmvdyAQLtl-U2nHV9rg
829,mariano_razo,Lifestyle_(sociology),"13,000,000",MX,"5,300,000","399,300","1,100",http://youtube.com/channel/UCLYqpLGnCoQfcD7BdDKsSxQ
830,Chustertv,Film,"13,000,000",ES,"1,600,000","96,300",296,http://youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw
831,francoescamilla,Film,"13,000,000",MX,"560,000","11,800",288,http://youtube.com/channel/UCUjrDJokSX8JavRwy5iUOkA
832,sulgiyang,Lifestyle_(sociology),"13,000,000",KR,"557,500","8,600",349,http://youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA
833,TalkingAngela,Entertainment,"13,000,000",SI,"53,000",360,0,http://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw
834,officialjassrecords,Music,"13,000,000",IN,"12,800",662,7,http://youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g
835,bibotoyskor,Hobby,"12,900,000",KR,"4,300",0,0,http://youtube.com/channel/UCL4r3zHKJpcJ0jEYSbobk1Q
836,HeidiandZidaneEsp,Hobby,"12,900,000",US,"61,100",363,0,http://youtube.com/channel/UCLVpcJc8LpFclTssfVZ5wGw
837,dianaandromaind5591,Entertainment,"12,900,000",US,"222,200",395,0,http://youtube.com/channel/UCGRdNfemQ7iXpacd75SE7rA
838,Behindwoodstv,Entertainment,"12,900,000",IN,"13,300",386,2,http://youtube.com/channel/UC8md0UEGj7UbjcZtMjBVrgQ
839,dhruvrathee,Society,"12,900,000",DE,"6,400,000","328,000","10,000",http://youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w
840,TroomTroom_India,Lifestyle_(sociology),"12,900,000",IN,"21,200",244,5,http://youtube.com/channel/UCwP0n9or789Y33-JNNe-tlA
841,watchHitsHD,Music,"12,900,000",IN,"72,300","8,200",41,http://youtube.com/channel/UCG_rbseeLwlrNVJg-p4M3rA
842,janesergo,Lifestyle_(sociology),"12,900,000",TH,"99,500","2,600",10,http://youtube.com/channel/UCi-zk_MWt0Skdhm4ez_aFZw
843,RobTopGames,Video_game_culture,"12,800,000",SE,"2,200,000","217,900","16,000",http://youtube.com/channel/UCz_yk8mDSAnxJq0ar66L4sw
844,FreeFireIndiaOfficial,Action_game,"12,800,000",IN,"308,800","25,200",416,http://youtube.com/channel/UC4AB0_ectRryjCF_ugD0U8w
845,FamilyFitnessChannel,Lifestyle_(sociology),"12,800,000",IN,"318,800","14,400",610,http://youtube.com/channel/UCvVEcGPPEkn3zSdc-rniGMg
846,EnglishConnectionByKanchan,Entertainment,"12,800,000",IN,"247,400","15,200",279,http://youtube.com/channel/UCsUBoYj2kqgj72g6kgzGPMg
847,MrSuicideSheep,Electronic_music,"12,800,000",CA,"39,700","1,900",37,http://youtube.com/channel/UC5nc_ZtjKW1htCVZVRxlQAQ
848,MundoBita,Entertainment,"12,800,000",BR,"152,700","2,700",0,http://youtube.com/channel/UC0cGVh96osM7yqMu0ENSKKQ
849,GustavoParodiasOficial,Film,"12,800,000",BR,"168,800","7,700",34,http://youtube.com/channel/UCvQzqiZc4RXGODrIbSwMseQ
850,NANDO,Lifestyle_(sociology),"12,800,000",MX,"208,300","13,000",70,http://youtube.com/channel/UCqma_8hr8yOgr37wdUY-E7Q
851,elliegouldingofficial,Lifestyle_(sociology),"12,800,000",GB,0,0,0,http://youtube.com/channel/UCt-am4x4ZyeohfgM85qFgdQ
852,AdexeyNau,Music_of_Latin_America,"12,800,000",ES,"13,100","1,500",62,http://youtube.com/channel/UCKR6KdJmTdhLVQJnoJu9tRQ
853,NDTV,Society,"12,800,000",IN,"1,400",10,1,http://youtube.com/channel/UCZFMm1mMw0F81Z37aaEzTUA
854,piuzinho,Video_game_culture,"12,800,000",BR,"527,100","107,700","3,800",http://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw
855,BlossomTV,Hobby,"12,800,000",US,"24,800",747,5,http://youtube.com/channel/UC2WuPTt0k8yDJpfenggOAVQ
856,ZeeKids,Film,"12,800,000",IN,"153,700","2,600",0,http://youtube.com/channel/UCWKeZvw4iSZVM2qXKZde58A
857,FlowersComedy,Film,"12,800,000",IN,"101,900","1,000",169,http://youtube.com/channel/UCmAPdImtXLGh5E-lTTH4Qmg
858,FirstWeFeast,Entertainment,"12,800,000",US,"157,600","5,500",86,http://youtube.com/channel/UCPD_bxCRGpmmeQcbe2kpPaA
859,Morgz,Entertainment,"12,800,000",GB,"1,100,000","31,100",217,http://youtube.com/channel/UCBwSufNse8VMBvQM_rCSvgQ
860,Littleglove,Lifestyle_(sociology),"12,800,000",IN,"1,100,000","61,700",221,http://youtube.com/channel/UC2MRRqb_L2E53UmTaywdhkA
861,MoonbugKids_SingAlongWithMe,Music,"12,700,000",US,"49,000",100,0,http://youtube.com/channel/UCu0tjrzm4_n-9hkYSvlsC8A
862,refugiomental6818,Entertainment,"12,700,000",BR,"107,400","2,700",28,http://youtube.com/channel/UChYkldqKWymAKTsPku_tDfg
863,Yair17,Action_game,"12,600,000",MX,"159,800","14,700",411,http://youtube.com/channel/UCXH1p4gixwXwrUGSx-WvLNQ
864,NITINFREEFIRE,Video_game_culture,"12,600,000",IN,"1,500,000","177,800","4,100",http://youtube.com/channel/UCM4GJm2A0-u8baQKlsJrITA
865,MasSKabeche,Lifestyle_(sociology),"12,600,000",MX,0,0,0,http://youtube.com/channel/UC0n5Ihqix8mEqGsjygiJk6Q
866,WaveMusicBhakti,Music,"12,600,000",IN,"3,400",52,3,http://youtube.com/channel/UCjb5iAXrj1D6NjHJYvDGw7w
867,TheDaniRep,Action-adventure_game,"12,600,000",ES,"195,500","19,600",95,http://youtube.com/channel/UCHIwQiZhIn6fm5b_IilqBbQ
868,parafernalha,Entertainment,"12,600,000",BR,"84,900","6,300",55,http://youtube.com/channel/UCddYq41_tZ1FnLlguLT6-Ow
869,TimbaVk,Action-adventure_game,"12,600,000",ES,"414,000","15,200",472,http://youtube.com/channel/UCp7wTrsCU7eICb5z69D3rwA
870,NasDaily,Lifestyle_(sociology),"12,600,000",US,"448,700","19,300",793,http://youtube.com/channel/UCJsUvAqDzczYv2UpFmu4PcA
871,TroomTroom_Indonesia,Entertainment,"12,600,000",ID,"59,800",509,16,http://youtube.com/channel/UCtGmhXT_NSTK5j_r9a9xdYA
872,casey,Lifestyle_(sociology),"12,600,000",US,0,0,0,http://youtube.com/channel/UCtinbF-Q-fVthA0qrFQTgXQ
873,bharatzkitchenHINDI,Food,"12,600,000",IN,"271,000","4,100",183,http://youtube.com/channel/UCfD08FDOGbzIxCduGKkJ0Xg
874,jtcasey,Entertainment,"12,600,000",US,"156,600","7,400",136,http://youtube.com/channel/UCTGOuh9b_Su2k5xEARHCQQA
875,aljazeera,Politics,"12,600,000",QA,"7,000",105,14,http://youtube.com/channel/UCfiwzLy-8yKzIbsmZTzxDgw
876,WildNOut,Film,"12,600,000",US,"228,400","8,600",176,http://youtube.com/channel/UCrkzfc2yf-7q6pd7EtzgNaQ
877,gibby,Technology,"12,600,000",MX,"174,400","9,500",364,http://youtube.com/channel/UCY62oxtmOKk5-JLJOXBMWnA
878,BiperYSusAmigos,Music,"12,600,000",US,"155,000",0,0,http://youtube.com/channel/UCYslmQ8uJYORVagKOtejwAQ
879,AvrilLavigne,Rock_music,"12,600,000",CA,"53,600","5,700",197,http://youtube.com/channel/UC_k8KFBzEf0uQ8LRFSAgSUA
880,nhstudioz,Music_of_Asia,"12,600,000",IN,"11,500",77,3,http://youtube.com/channel/UCxtwjNPrymSvS4UD_6HgcxQ
881,QuantumTech,Lifestyle_(sociology),"12,600,000",ES,"185,300","2,300",55,http://youtube.com/channel/UC4Tklxku1yPcRIH0VVCKoeA
882,DisneyChannelUK,Entertainment,"12,600,000",GB,"19,000",307,0,http://youtube.com/channel/UCLeuoGy_hUDTBf5Hk0ynrpQ
883,pocoyo,Entertainment,"12,600,000",ES,"335,000","2,200",0,http://youtube.com/channel/UCnB5W_ZJgiDFnklejRGADxw
884,TroomTroom_Pt,Entertainment,"12,600,000",PT,"43,700",971,14,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA
885,GoldminesActionMovies,Film,"12,600,000",IN,"7,900",139,0,http://youtube.com/channel/UCY7tB-mpvlQeWgaCCS1Cmwg
886,redbull,Lifestyle_(sociology),"12,600,000",AT,"1,400,000","52,300",322,http://youtube.com/channel/UCblfuW_4rakIf2h6aqANefA
887,CHHOTUKIMASTI,Entertainment,"12,600,000",IN,"655,600","5,600",84,http://youtube.com/channel/UCPNH75wRbz-cO-W8732981A
888,parislifestyle7488,Lifestyle_(sociology),"12,600,000",IN,"517,100","5,100",345,http://youtube.com/channel/UCt_KDu-DtBqvIw7X-V7mlmQ
889,DRJRecordsspecials,Film,"12,600,000",US,"8,900",46,1,http://youtube.com/channel/UCc3MkAZEckswe3SzdiVIvgA
890,colinfurze,Hobby,"12,600,000",GB,"1,500,000","69,600","2,600",http://youtube.com/channel/UCp68_FLety0O-n9QU6phsgw
891,justinflom,Entertainment,"12,600,000",US,"791,700","18,100",188,http://youtube.com/channel/UCb9A6uotqUiuVCvVp4GMqOg
892,PeopleVsFood,Lifestyle_(sociology),"12,600,000",US,"388,300","14,200",789,http://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg
893,RachitRojha,Entertainment,"12,600,000",IN,"1,600,000","38,600","1,100",http://youtube.com/channel/UCwBlZvRTu3vasTWUE9U5wPw
894,Baby_Jenny,Entertainment,"12,500,000",US,"18,600",71,0,http://youtube.com/channel/UCoL0M9swO14BT8u9pTn9MvQ
895,hzhtubekidsfun,Entertainment,"12,500,000",US,"79,000","1,500",0,http://youtube.com/channel/UCAgx4HcQIYn9lM0rhtIuH9w
896,healthtime6469,Health,"12,500,000",IN,"3,300",115,4,http://youtube.com/channel/UCPMqs8vxEwbie26nFA3ykAw
897,LittleBabyBumEspanol,Film,"12,500,000",ES,"7,200",18,0,http://youtube.com/channel/UCHicabXz9rUMWLcdMqBtbxQ
898,HeroMovies2023,Entertainment,"12,500,000",IN,"7,100",215,2,http://youtube.com/channel/UCGzmSVjq_yQRgcgpA9SBTjw
899,CalvinHarrisVEVO,Music,"12,500,000",GB,"71,300","3,500",156,http://youtube.com/channel/UCaHNFIob5Ixv74f5on3lvIw
900,FarjanaDrawingAcademy,Lifestyle_(sociology),"12,500,000",BD,"387,100","25,100",316,http://youtube.com/channel/UCd3s7BuoOlu4bRJL6RdGWXw
901,TeremokTV,Television_program,"12,500,000",RU,"95,400",253,0,http://youtube.com/channel/UCxWkNmkeAL52VTJyBlIJRXw
902,eltrece,Television_program,"12,400,000",AR,"1,500",15,3,http://youtube.com/channel/UC0DM_mHV2u6dj8ig51GkQwg
903,TheKingofRandom,Lifestyle_(sociology),"12,400,000",US,"32,700","1,000",86,http://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g
904,Vendyyaduwanshi,Film,"12,400,000",IN,"353,000","44,100",74,http://youtube.com/channel/UCNLLgtPIKew9vHNVAQmdVGQ
905,ArynewsTvofficial,Politics,"12,400,000",PK,"3,600",75,2,http://youtube.com/channel/UCMmpLL2ucRHAXbNHiCPyIyg
906,MakeJokeOf,Entertainment,"12,400,000",IN,"7,400,000","343,000","12,000",http://youtube.com/channel/UCvgteBQjoaxE0bhFkpu8qAw
907,LOUDgg,Lifestyle_(sociology),"12,400,000",BR,"310,800","22,300",275,http://youtube.com/channel/UC7iwNp4GUynlGXvK-6KD0Rw
908,ctctv,Entertainment,"12,400,000",RU,"39,900",940,20,http://youtube.com/channel/UCdmauIL-k-djcct-yMrf82A
909,TalentRecap,Entertainment,"12,400,000",US,"52,100",544,36,http://youtube.com/channel/UCSWwb_YyNB8vuC1VDcfPPaQ
910,LittleTreehouseNurseryRhymes,Music,"12,400,000",US,"104,200",373,0,http://youtube.com/channel/UCpzYfBXbEHHQHU2e89jM9Tg
911,scottsreality,Entertainment,"12,400,000",NL,"9,300,000","199,200","1,600",http://youtube.com/channel/UCFXZBGS7J0IDINQc8xtMqCg
912,OliviaRodrigo,Music,"12,400,000",US,"1,600,000","78,000","2,400",http://youtube.com/channel/UCy3zgWom-5AGypGX_FVTKpg
913,GrandmasterJinBodhi,Lifestyle_(sociology),"12,400,000",CA,"26,400",639,26,http://youtube.com/channel/UCBuBSRtY41VzSkP_RR3IVoQ
914,IceCreamRolls,Lifestyle_(sociology),"12,400,000",DE,"18,000",634,29,http://youtube.com/channel/UCAon55hNT6ESbdQ5y1hRWTA
915,_gogo2728,Lifestyle_(sociology),"12,400,000",IN,"86,700","8,200",37,http://youtube.com/channel/UCUpS9qH3N5rFy51Ft-rYsnA
916,FilmTheory,Entertainment,"12,400,000",US,"1,200,000","71,500","4,500",http://youtube.com/channel/UC3sznuotAs2ohg_U__Jzj_Q
917,HISTORY,Television_program,"12,400,000",US,"108,200","1,900",167,http://youtube.com/channel/UC9MAhZQQd9egwWCxrwSIsJQ
918,NattiNatasha,Pop_music,"12,400,000",US,"56,300","3,400",65,http://youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA
919,123GO_,Lifestyle_(sociology),"12,400,000",US,"133,200",549,26,http://youtube.com/channel/UCBXNpF6k2n8dsI6nBH8q4sQ
920,JoojNatu,Entertainment,"12,400,000",BR,"2,300,000","197,700",759,http://youtube.com/channel/UCVVksn-TMGmkwvirl_neMWw
921,belabagunca,Lifestyle_(sociology),"12,400,000",BR,"114,900","3,900",87,http://youtube.com/channel/UChYWDADhmWJU6_X7Vm7FzDw
922,BlackEyedPeas,Pop_music,"12,400,000",US,"10,100",498,9,http://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g
923,rathorvideo,Music,"12,400,000",IN,"5,300",55,4,http://youtube.com/channel/UCbSGbqIVds2FiYn-0v0AqSA
924,InsideEdition,Society,"12,400,000",US,"65,800","1,700",173,http://youtube.com/channel/UC9k-yiEpRHMNVOnOi_aQK8w
925,Panda.,Video_game_culture,"12,400,000",SE,"839,300","70,100",800,http://youtube.com/channel/UCj0sKQk9qjiIfNH22ZBWpxw
926,NirahuaMusic,Music,"12,300,000",AE,"799,200","8,900",199,http://youtube.com/channel/UCKNGMXJHTiGFdZNSo_zs3fQ
927,WatchMeOff,Entertainment,"12,300,000",US,"749,800","20,200",89,http://youtube.com/channel/UCGTl_sQxago30b5vfoMomCg
928,LuanSantana,Music,"12,300,000",US,"1,200,000","50,000","1,500",http://youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA
929,JugnuKidsrhymes,Music,"12,300,000",IN,"46,900",176,0,http://youtube.com/channel/UCsCe7SNQckiRJ6y563SIupg
930,MBCMASRtv,Society,"12,200,000",EG,"2,200",39,2,http://youtube.com/channel/UCnFKsbAof9fRv614I4wJX_w
931,Lulu99,Lifestyle_(sociology),"12,200,000",CO,"410,400","32,000",660,http://youtube.com/channel/UCCyCcRlr_NRDP-JFAhBxq1g
932,LipaoGamer,Action-adventure_game,"12,200,000",BR,"130,100","5,100",86,http://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw
933,lilwayne,Music,"12,200,000",US,"203,700","11,100",576,http://youtube.com/channel/UCO9zJy7HWrIS3ojB4Lr7Yqw
934,natandessie,Hobby,"12,200,000",US,"62,600",256,0,http://youtube.com/channel/UCzIdYMdAtTsWucGCZyZvN6w
935,itsxomgpop,Music,"12,200,000",US,"32,900","1,500",0,http://youtube.com/channel/UCeV2O_6QmFaaKBZHY3bJgsA
936,yogawithadriene,Lifestyle_(sociology),"12,200,000",US,0,0,0,http://youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA
937,SPDNOO1,Lifestyle_(sociology),"12,200,000",TH,"1,600,000","62,500",137,http://youtube.com/channel/UCiHQ5AywCFKF6q-C5dIguVQ
938,bbcearth,Entertainment,"12,200,000",GB,"92,100","1,600",103,http://youtube.com/channel/UCwmZiChSryoWQCZMIQezgTg
939,telugufilmnagar,Film,"12,200,000",IN,"3,400",55,1,http://youtube.com/channel/UCintIUOJEktQBfhEI9XXpuw
940,MashaBearHINDI,Entertainment,"12,200,000",IN,"90,900","1,600",0,http://youtube.com/channel/UCpgG0rtKd-CTzStI9w2ibkg
941,MUSATANVEER,Entertainment,"12,200,000",AE,"166,700","3,200",43,http://youtube.com/channel/UC6jRgc_w-nCk7oAoM6lwNNQ
942,brancoala,Hobby,"12,200,000",BR,"343,100","6,200",204,http://youtube.com/channel/UC0otZdGYsA9KqVKAcn2peQA
943,KooKooTvHindi,Television_program,"12,200,000",IN,"337,800","2,600",80,http://youtube.com/channel/UCZNr3-bxFbzfLzbiJ_rJ5zw
944,TWOSIDEGAMERS,Video_game_culture,"12,200,000",IN,"200,400","18,800",656,http://youtube.com/channel/UCiDikVE7Y4_KpQwsxarj38g
945,flamingo,Role-playing_video_game,"12,200,000",US,"1,800,000","71,300","8,800",http://youtube.com/channel/UCm-X6o81nRsXQTmqpyArkBQ
946,OumWalidcuisine,Food,"12,200,000",DZ,"333,500","16,000",791,http://youtube.com/channel/UCVXD2kNki3rfLMhF8uNIcBQ
947,elrubius,Video_game_culture,"12,200,000",ES,"1,100,000","85,600",934,http://youtube.com/channel/UCcjIvuxmWlS5IEQ0JdPV4Ng
948,Aniruddhacharyaji,Music,"12,100,000",IN,"116,400","3,600",192,http://youtube.com/channel/UCDe0DwkMVFfSIoiYdQUPQmQ
949,SaregamaHumBhojpuri,Music,"12,100,000",IN,"39,300","2,200",40,http://youtube.com/channel/UC0J8BQahplvTY6LjlnLf_NQ
950,Super_Senya_RU,Hobby,"12,100,000",US,"47,200",192,0,http://youtube.com/channel/UCTn9Vyy-3fzLIr0bqhIbNig
951,HiTechIslamic,Music_of_Asia,"12,100,000",GB,"62,200",810,59,http://youtube.com/channel/UCtKKyuORzErSd7TWfkunxsw
952,timesmusicindia,Music_of_Asia,"12,100,000",IN,"5,400",265,7,http://youtube.com/channel/UCo07fumrTn1w4AxcU4j_uDw
953,CarryisLive,Video_game_culture,"12,000,000",IN,0,0,0,http://youtube.com/channel/UC0IWRLai-BAwci_e9MylNGw
954,AnnoyingOrange,Film,"12,000,000",US,"187,200","6,900",445,http://youtube.com/channel/UCi-5OZ2tYuwMLIcEyOsbdRA
955,HeeraGoldOfficial,Music_of_Asia,"12,000,000",PK,"30,600",953,70,http://youtube.com/channel/UC9dfnBWlg5h1Fr5_w8rjZyg
956,ChainsmokersVEVO,Music,"12,000,000",US,"406,600","16,300",663,http://youtube.com/channel/UCRzzwLpLiUNIs6YOPe33eMg
957,Family-Box,Lifestyle_(sociology),"12,000,000",RU,"177,400","6,300",86,http://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ
